Code,Product Name,Unit,Current Stock,Cost Price,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,Barcode
10027129,DHOOP 10 STICKS,PCS,-4,0,30,7.29,25,HINDUSTAN UNILEVER LTD,,,8906049573685
10027130,DHOOP 10 STICKS,PCS,2,0,30,7.29,25,HINDUSTAN UNILEVER LTD,,,8906049573647
10027132,DHOOP 10 STICKS,PCS,-3,0,30,7.29,25,HINDUSTAN UNILEVER LTD,,,8906049573722
10027133,DHOOP 10 STICKS,PCS,16,0,30,7.29,20,HINDUSTAN UNILEVER LTD,,,8906049573692
10027134,DHOOP 10 STICKS,PCS,-1,0,15,7.29,25,HINDUSTAN UNILEVER LTD,,,8906049573630
10027137,DHOOP 20 STICKS,PCS,-1,0,30,14.54,25,HINDUSTAN UNILEVER LTD,,,8906049573739
10027136,DHOOP 20STICKS,PCS,8,0,65,14.54,45,HINDUSTAN UNILEVER LTD,,,8906049573661
10026777,DHOOP BATI,PCS,1,0,15,8,13,HINDUSTAN UNILEVER LTD,,,8904227306872
10025930,DHOOP BATI GULAB 18g,PCS,-3,0,15,8,10,FSSAI,,,8906030593364
10025929,DHOOP BATI LAVANDER 18g,PCS,7,0,15,8,10,FSSAI,,,8906030593296
10025927,DHOOP BATI MOGRA 18g,PCS,7,0,15,8,10,FSSAI,,,8906030593289
10025934,DHOOP BATI PRASANG 18g,PCS,-37,0,15,8,10,FSSAI,,,8906030593401
10028329,DHOOP GREAT ONE 18G,PCS,10,0,15,7.67,10,HINDUSTAN UNILEVER LTD,,,8906030593791
10028332,DHOOP RAJNIGHANDHA 10 STICKS,PCS,4,0,15,7.67,10,HINDUSTAN UNILEVER LTD,,,8906030593784
10028330,DHOOP TIRANGA 10 STICKS,PCS,5,0,15,7.67,10,HINDUSTAN UNILEVER LTD,,,8906030593814
10026721,DHULI MONG 1KG,PCS,-66,0,120,100,105,HINDUSTAN UNILEVER LTD,,,DHULI100
10018132,Dhuli moong 1kg (1000 GM),PACK,-2,0,90,0,130,GENERAL,,,99901000000332
10026720,DHULI MOONG DAL 500Gm,PCS,-278,0,60,50,53,HINDUSTAN UNILEVER LTD,,,DHULI50
10026725,DHULI UDAT 500Gm,PCS,-24,0,60,48,55,HINDUSTAN UNILEVER LTD,,,DHULI48
10028090,DIAMOND ALOO BHUJIYA 300G,PCS,5,0,100,50,70,HINDUSTAN UNILEVER LTD,,,8906004561351
10028088,DIAMOND MIXTURE 300G,PCS,1,0,100,50.08,80,HINDUSTAN UNILEVER LTD,,,8906004561399
10028091,DIAMOND NAMKEEN 300G,PCS,7,0,100,50,70,HINDUSTAN UNILEVER LTD,,,8906004561375
10026394,DIAMOND SANJAY,PCS,1,0,50,35,40,PATANJALI AYURVED LTD.,,,DIAMOND35
10027114,DIAMOND TOAST 340Gm,PCS,6,0,50,35,45,HINDUSTAN UNILEVER LTD,,,TOST35
10027896,DIET CHIPS 60GM,PCS,3,0,30,18,25,HINDUSTAN UNILEVER LTD,,,DIET18
10028817,DIGESTIVE 75G,PCS,5,0,20,17.86,19,HINDUSTAN UNILEVER LTD,,,8906033742455
10027512,DIGESTIVE MARIE 200G,PCS,2,0,30,26.78,29,HINDUSTAN UNILEVER LTD,,,8901719117534
10029080,DIGESTIVE MINIS 32.5G,PCS,12,0,5,4.46,5,HINDUSTAN UNILEVER LTD,,,8906033740871
10026468,DIMONDFLAHARI CHIVDA 45G,PCS,112243,0,10,8.5,10,GENERAL,,,8906004562327
10019205,DISH BAR PATANJALI,PACK,11,0,10,0,10,GENERAL,,,8904109460012
10026685,DISPOSAL 40 PCS,PCS,-7,0,50,0,14,HINDUSTAN UNILEVER LTD,,,1456123578947942
10026305,DIVYA AMLA CHURN,PCS,3,0,28,24.65,28,PATANJALI AYURVED LTD.,,,8904049110091
10027944,DIVYA CORONIL KIT,PCS,8,0,545,454,530,HINDUSTAN UNILEVER LTD,,,8904049100450
10009896,DLS HW Ref Original 900ml 175/-,PACK,-1,0,0,0,180,RECKIT BANKAIZAR,,,8901396387701
10003689,DLS HW Sanitizer Original 50ml,PACK,74,0,25,0,25,RECKIT BANKAIZAR,,,8901396381501
10027976,DOM*S WOW KIT,PCS,2,0,49,35,45,HINDUSTAN UNILEVER LTD,,,8906073779022
10028348,DOMEX 1L,PCS,3,0,153,113,140,HINDUSTAN UNILEVER LTD,,,8901030710698
10025575,DOMEX FLOOR CLEANER 500ml,PACK,20,0,80,0,75,HUL,,,8901030710681
10025576,DOMEX TOILET XPERT 500ml,PACK,3,0,72,0,70,HUL,,,8901030722608
10028009,DOMS ART APPS NXT,PCS,1,0,350,245,300,HINDUSTAN UNILEVER LTD,,,8906073774836
10027979,DOMS PAINTING,PCS,1,0,199,145,190,HINDUSTAN UNILEVER LTD,,,8906073772542
10027977,DOMS SCHOOL PACK,PCS,18,0,12,8,10,HINDUSTAN UNILEVER LTD,,,8906073771422
10026680,DOODH BISCUITS 90g,PCS,226,0,10,8,9.5,HINDUSTAN UNILEVER LTD,,,8904109469169
10026686,DOON RICE 10KG,PCS,-1,0,745,650,680,HINDUSTAN UNILEVER LTD,,,690225103411
10025030,DORITOS NACHO 44G,PACK,2,0,20,0,20,PEPSICO INDIA,,,8901491000192
10024362,DORITOS NACHO CHEESE 20gm,PACK,2,0,10,0,10,PEPSICO INDIA,,,8901491990219
10025136,DORITOS SWEET CHILLI 25G,PACK,20,0,10,0,10,PEPSICO INDIA,,,8901491990226
10025031,DORITOS SWEET CHILLI 44G,PACK,6,0,20,0,20,PEPSICO INDIA,,,8901491000208
10026976,DOUBLEMEINT 4.8G,PCS,30,0,10,7.37,10,HINDUSTAN UNILEVER LTD,,,8902433001161
10027775,DOUBLEMENT GUM 7.4G,PCS,21,0,5,4.35,5,HINDUSTAN UNILEVER LTD,,,89007686
10028565,DOUBLEMINT 33.6G,PCS,1,0,50,44.25,48,HINDUSTAN UNILEVER LTD,,,8906002488490
10026977,DOUBLEMINT 4.8G,PCS,19,0,10,8.5,10,HINDUSTAN UNILEVER LTD,,,89007662
10026362,DOVE,PCS,1,49,55,49,55,HINDUSTAN UNILEVER LTD,,,8901030777042
10026629,Dove 100g,PCS,4,0,45,41.03,44,GENERAL,,,8901030795589
10025344,Dove 50g,PACK,103,0,20,0,19.5,Procter & gamble,,,8901030763878
10028317,DOVE 80ML,PCS,1,0,62,56,60,HINDUSTAN UNILEVER LTD,,,8901030764370
10028357,DOVE BAR 8 BARS,PCS,4,0,520,330,490,HINDUSTAN UNILEVER LTD,,,8901030704086
10026298,DOVE BATHING BAR,PCS,14,0,160,101,150,HINDUSTAN UNILEVER LTD,,,8901030770388
10025807,Dove Beauty Bar 400+100 G,PCS,11,0,259,168,240,HINDUSTAN UNILEVER LTD,,,8901030770401
10025436,DOVE BODY WASH 190ml,PACK,3,0,0,0,0,HUL,,,8901030709029
10000237,DOVE BS Cream 50gm,PACK,-4,0,25,0,24,HUL,,,8901030283130
10026656,DOVE COMBO OFFER,PCS,-3,0,150,135,145,HINDUSTAN UNILEVER LTD,,,8901030791789
10026657,DOVE COMBO OFFER,PCS,2,0,150,135,145,HINDUSTAN UNILEVER LTD,,,
10019837,DOVE CREAM BATHING BAR 172,PACK,31,0,60,0,55,GENERAL,,,8901030662447
10022833,DOVE DAILY SHINE 180ml,PACK,-2,0,110,0,110,HUL,,,8901030703805
10023993,DOVE DAILY SHINE CON 180ml,PACK,6,0,190,0,150,HUL,,,8901030707728
10023014,DOVE DAILY SHINE CON 80ml,PACK,2,0,90,0,90,HUL,,,8901030703676
10024793,DOVE DAILY SHINE SHAM 5.5M,PACK,2,0,2,0,2,HINDALCO INDUSTRIES LTD,,,8901030719387
10023129,DOVE DANDRUFF CARE 180ml,PACK,-1,0,145,0,140,HUL,,,8901030703843
10024504,DOVE DRYNESS CARE 180ml,PACK,2,0,190,180,185,HUL,,,8901030707735
10024507,DOVE dryness care SHM 340ml,PACK,3,0,230,0,210,HUL,,,8901030703607
10023688,DOVE DS SHAMPOO 80ML,PACK,2,0,68,0,65,HINDALCO INDUSTRIES LTD,,,8901030704260
10022650,DOVE HFR CONDITIONER,PACK,3,0,90,0,90,HUL,,,8901030703652
10024508,DOVE HFR SH+CN 12ml,PACK,61,0,5,0,4.5,HUL,,,8901030722295
10022752,DOVE HRF CONDITIONER,PACK,-1,0,190,0,185,HUL,,,8901030707674
10025253,DOVE HRF CONDITIONER 7ml,PACK,-12,0,4,0,4,HUL,,,8901030721915
10024510,DOVE INT REP SH+CN 12ml,PACK,4,0,0,0,5,HUL,,,8901030722288
10023995,DOVE IT CONDITIONER 175ml,PACK,18,0,190,0,185,HUL,,,8901030707834
10027562,DOVE SHAMPOO 4.2 ML,PCS,390,0,2,1.45,2,HINDUSTAN UNILEVER LTD,,,8901030784378
10026641,DOVE SHAMPOO 80 ML,PCS,3,0,70,61,70,HINDUSTAN UNILEVER LTD,,,8901030704284
10026618,dove shapoo,PCS,4,0,145,130,140,GENERAL,,,8901030731815
10026300,DOVE SPECIAL COMBO,PCS,-1,0,150,134,145,HINDUSTAN UNILEVER LTD,,,8901030791802
10009470,DR. BRAND PHENYLE 450ML 52/-,PACK,-10,0,60,0,50,VIKRANT CHEMICO INDUSTRIES,,,8906012040039
10028010,DREAM PLAYGROUND,PCS,1,0,250,155,220,HINDUSTAN UNILEVER LTD,,,PLAY155
10027563,DRINKING CHOCOLATE,PCS,11,0,65,46,60,HINDUSTAN UNILEVER LTD,,,8907065096110
10024848,DUAA17  (DURACELL AA CELL 1.5V 17/-,PACK,-28,0,15,0,15,DURA CELL,,,5000394079700
10024849,DUAAA 17/-(DURACELL AAA),PACK,-46,0,0,0,0,DURA CELL,,,5000394083912
10026403,DUBAR,PCS,10,0,470,310,300,HINDUSTAN UNILEVER LTD,,,8906026691012
10026757,DUBAR DAAWAT 1KG,PCS,14,0,120,78.1,95,HINDUSTAN UNILEVER LTD,,,8901537032019
10026756,DUBAR DAAWAT 5KG,PCS,6,0,595,390.5,425,HINDUSTAN UNILEVER LTD,,,8901537032026
10008534,DUKES BOURBON 150G,PACK,-2,0,30,15,18,DUKES CONSUMER CARE LTD.,,,8901972060189
10028618,DUST BIN,PCS,2,0,229,88,130,HINDUSTAN UNILEVER LTD,,,DUST88
10028617,DUSTBIN,PCS,2,0,430,172,220,HINDUSTAN UNILEVER LTD,,,DUST172
10028619,DUSTBIN,PCS,2,0,300,120,160,HINDUSTAN UNILEVER LTD,,,DUST120
10028636,DUSTPAN RIO,PCS,11,0,60,29,40,HINDUSTAN UNILEVER LTD,,,15027
10028745,DYNA NEEM SOAM 62G,PCS,9,0,10,7.76,10,HINDUSTAN UNILEVER LTD,,,8904000905230
10026433,EASTERN SAMBAR POWDER 100g,PCS,-2,0,49,0,45,GENERAL,,,8901440203551
10028296,EASY 5 MINTS HAIR COLOUR 20ML,PCS,8,0,29,20.72,25,HINDUSTAN UNILEVER LTD,,,8901023019372
10028297,EASY 5 MINUTS 20ML,PCS,24,0,29,20.72,26,HINDUSTAN UNILEVER LTD,,,8901023018688
10028371,EASY HAIR,PCS,-2,0,30,25,29,HINDUSTAN UNILEVER LTD,,,8901023018695
10027713,EASY WIPER,PCS,6,0,140,84.99,110,HINDUSTAN UNILEVER LTD,,,8906010040406
10028247,ECO,PCS,-5,0,200,180,185,HINDUSTAN UNILEVER LTD,,,8901751011357
10026112,ECO CYCLE 192g,PCS,-11,0,100,79.36,95,TEMPTIN,,,8901751010923
10022775,ECO VALLEY WHITE OATS 1KG,PACK,1,0,200,0,185,GENERAL,,,8901808003137
10025973,ECO WIPE 300,PCS,3,0,148,80,95,AHINSHA,,,8906063220275
10027624,EGG CURRY MASALA 50g,PCS,11,0,40,33.6,38,HINDUSTAN UNILEVER LTD,,,8901786480500
10029001,EKTA AAGARBATI 130G,PCS,6,0,65,40,50,HINDUSTAN UNILEVER LTD,,,8906030593128
10025926,EKTA DHOOP BATI 18g,PCS,6,0,15,8,10,FSSAI,,,8906030593371
10027187,ELACHI 20GM,PCS,-124,0,100,70,80,HINDUSTAN UNILEVER LTD,,,ELACHI70
10028722,ELAICHI 10Gm,PCS,-59,0,80,30,35,HINDUSTAN UNILEVER LTD,,,ELACHI30
10028503,ELAICHI SOAN PAPDI 500GM,PCS,1,0,130,108.33,125,HINDUSTAN UNILEVER LTD,,,8904109405495
10028111,ELICHI 10GM,PCS,-64,0,80,30,40,HINDUSTAN UNILEVER LTD,,,ELACHI35
10025916,ELINA 5KG,PCS,1,0,780,250,350,AAKASH,,,8901537012134
10002295,EMAMI 7Oils in 1,PACK,3,0,38,0,35,Emami Limited,,,8901248257312
10018234,EMAMI FAIR& HANDSOME,PACK,4,0,0,0,0,HIMALAYA BABY,,,8901248295116
10018303,EMAMI FAIR& HANDSOME 60G,PACK,3,0,130,0,125,GENERAL,,,8901248253116
10021346,Emami KeshKing 200ml,PACK,6,0,120,0,118,EMAMI,,,8901248240277
10028339,ENO 5G,PCS,53,0,8,7,8,HINDUSTAN UNILEVER LTD,,,8901571006861
10005179,ENO Coca Flavour 7/-,PACK,-28,0,8,0,8,GSK,,,8901571006878
10001432,ENO Lemon  Flavour,PACK,6,0,120,0,110,GSK,,,8901571001033
10023630,ENO LEMON 5G*6PC,PACK,4,0,48,0,45,GlaxoSmithKline Consumer,,,8901571001088
10001440,ENO Lemon Flavour,PACK,-138,0,8,0,8,GSK,,,8901571006854
10007421,ENO Orange Flavour 7/-,PACK,-9,0,8,0,8,GSK,,,8901571006885
10006223,EVA Deo Doll,PACK,1,0,140,0,135,TTK HEALTHCARE LIMITED,,,8902618000101
10001231,EVA Deo Flirt Vanilla Rush,PACK,2,0,140,0,135,TTK HEALTHCARE LIMITED,,,8902618001054
10027070,EVE'S SECRET PERFUME 30ML,PCS,1,0,150,70,120,HINDUSTAN UNILEVER LTD,,,8906021012249
10020162,Everday cell  AA 10pc,PACK,-5,0,150,0,110,GENERAL,,,8901691003450
10013893,Eveready Blue AAA 912 5.50/-,PACK,-7,0,0,0,0,EVEREADY,,,8901691010533
10011853,Eveready Blue Cell AA 8/-,PACK,-73,0,0,0,80,EVEREADY,,,8901691001241
10005653,EVEREST Black Paper 50Gm,PACK,16,0,80,0,75,EVEREST,,,8901786260508
10000035,EVEREST Chaat Masala 100Gm,PACK,13,0,62,0,56,EVEREST,,,8901786061006
10027088,EVEREST CHAAT MASALA 15g,PCS,11,0,10,8,10,HINDUSTAN UNILEVER LTD,,,CHAAT8
10000051,EVEREST Chaat Masala 50Gm,PACK,24,0,33,0,32,EVEREST,,,8901786060504
10005648,EVEREST Chicken Masala 100Gm,PACK,1,0,72,0,68,EVEREST,,,8901786161003
10000049,EVEREST Chicken Masala 50Gm,PACK,6,0,38,0,36,EVEREST,,,8901786160501
10000036,EVEREST Chole Masala 100Gm,PACK,13,0,63,0,60,EVEREST,,,8901786091003
10000050,EVEREST Chole Masala 50Gm,PACK,2,0,33,0,32,EVEREST,,,8901786090501
10025844,Everest Coriander 200Gm,PCS,3,0,62,50,55,FSSAI,,,8901786432004
10005659,EVEREST Coriander Pwd 100Gm,PACK,24,0,28,0,26,EVEREST,,,8901786431014
10005660,EVEREST Coriander Pwd 200Gm,PACK,19,0,56,0,52,EVEREST,,,8901786432011
10002149,EVEREST Coriander Pwd 500Gm,PACK,2,0,135,0,123,EVEREST,,,8901786435012
10005655,EVEREST Cumin Pwd 50Gm,PACK,-2,0,28,0,26,EVEREST,,,8901786240500
10015928,EVEREST DRY MANGO,PACK,6,0,42,0,40,EVEREST,,,8901786270507
10021807,EVEREST FISH CURRY 50G,PACK,14,0,40,0,38,GENERAL,,,8901786490509
10000046,EVEREST Garam Masala 50Gm,PACK,22,0,41,0,38,EVEREST,,,8901786100507
10025841,Everest Garm Masala 15 Gm,PCS,1,0,10,8,9,FSSAI,,,8901786100156
10000061,EVEREST Hingraj Powder 25Gm,PACK,19,0,45,0,40,EVEREST,,,8901786550258
10000062,EVEREST Hingraj Powder 50Gm,PACK,20,0,85,0,75,EVEREST,,,8901786550500
10000032,EVEREST Jaljeera Masala 50Gm,PACK,11,0,27,0,25,EVEREST,,,8901786040506
10005656,EVEREST kashmiri Lal 100Gm,PACK,-1,0,58,0,54,EVEREST,,,8901786411009
10005657,EVEREST kashmiri Lal 50Gm,PACK,24,0,32,0,30,EVEREST,,,8901786410507
10011675,EVEREST Kasuri Methi 100gm 84/-,PACK,10,0,84,0,80,EVEREST,,,8901786281008
10000053,EVEREST Kasuri Methi 25Gm,PACK,8,0,25,0,24,EVEREST,,,8901786280254
10014005,EVEREST Kasuri Methi 50Gm,PACK,-8,0,47,0,45,EVEREST,,,8901786280506
10000054,EVEREST Kesar 0.5GM,PACK,14,0,140,0,90,EVEREST,,,8901786380008
10000037,EVEREST Kitchen King Masala 100Gm,PACK,8,0,65,0,60,EVEREST,,,8901786121007
10005651,EVEREST Kitchen King Masala 50Gm,PACK,13,0,34,0,32,EVEREST,,,8901786120505
10000044,EVEREST Meat Masala 100Gm,PACK,12,0,70,0,65,EVEREST,,,8901786151004
10025842,Everest Meat Masala 15Gm,PCS,-3,0,10,8,9,FSSAI,,,8901786150151
10000048,EVEREST Meat Masala 50Gm,PACK,9,0,38,0,35,EVEREST,,,8901786150502
10000031,EVEREST Panipuri Masala 50Gm,PACK,4,0,31,0,28,EVEREST,,,8901786030507
10000041,EVEREST Pav Bhaji Masala 100Gm,PACK,10,0,66,0,60,EVEREST,,,8901786071005
10025840,Everest Pav Bhaji Masala 15 Gm,PCS,12,0,10,8,9,FSSAI,,,8901786070152
10000052,EVEREST Pav Bhaji Masala 50Gm,PACK,12,0,35,0,33,EVEREST,,,8901786070503
10019242,EVEREST RAJMA MASALA 50GM,PACK,13,0,31,0,28,GENERAL,,,8901786540501
10000045,EVEREST Sabji Masala 100Gm,PACK,6,0,54,0,50,EVEREST,,,8901786131006
10000030,EVEREST Sabji Masala 50Gm,PACK,11,0,29,0,28,EVEREST,,,8901786130504
10000042,EVEREST Sambhar Masala 100Gm,PACK,9,0,63,0,60,EVEREST,,,8901786081004
10000029,EVEREST Sambhar Masala 50Gm,PACK,19,0,34,0,32,EVEREST,,,8901786080502
10009094,EVEREST Shahi Biryani Masala 10Gm,PACK,2,0,10,0,10,EVEREST,,,8901786140107
10000047,EVEREST Shahi Biryani Masala 50Gm,PACK,1,0,70,0,65,EVEREST,,,8901786140503
10005649,EVEREST Shahi Paneer Masala 100Gm,PACK,15,0,78,0,74,EVEREST,,,8901786531004
10000033,EVEREST Shahi Paneer Masala 50Gm,PACK,25,0,42,0,40,EVEREST,,,8901786530502
10000034,EVEREST Tandoori Chicken Masala 50Gm,PACK,11,0,38,0,35,EVEREST,,,8901786170500
10005652,EVEREST Tea Masla 50Gm,PACK,6,0,55,0,50,EVEREST,,,8901786020508
10025843,Everest Tikhalal 200Gm,PCS,3,0,81,60,75,FSSAI,,,8901786392001
10005662,EVEREST Tikhalal Powder 100Gm,PACK,45,0,41,0,37,EVEREST,,,8901786391011
10005663,EVEREST Tikhalal Powder 200Gm,PACK,-6,0,82,0,78,EVEREST,,,8901786392018
10002147,EVEREST Tikhalal Powder 500Gm,PACK,1,0,200,0,180,EVEREST,,,8901786395019
10025845,Everest Turmeric 200Gm,PCS,1,0,62,50,56,FSSAI,,,8901786422005
10005665,EVEREST Turmeric Powder 100Gm,PACK,38,0,28,0,26,EVEREST,,,8901786421015
10005666,EVEREST Turmeric Powder 200Gm,PACK,14,0,56,0,54,EVEREST,,,8901786422012
10002148,EVEREST Turmeric Powder 500Gm,PACK,14,0,135,0,120,EVEREST,,,8901786425013
10025854,EVERY DAY 20GM,PCS,-11,0,10,9.33,10,NESTLE,,,8901058869453
10026428,EVERY DAY MILK,PCS,17,0,200,0,195,GENERAL,,,8901058869408
10026447,EVERYDAY MILK 200g,PCS,20,0,104,86,102,GENERAL,,,8901058869385
10029119,EVERYUTH CLEAR GLOW 25g,PCS,1,0,20,16.37,20,HINDUSTAN UNILEVER LTD,,,8901120142316
10001290,EVERYUTH Golden Glow Peel Off MaK,PACK,3,0,80,0,72,ZYDUS WELLNUS,,,8901548147191
10005696,EVERYUTH Golden Glow Peel Off Mask,PACK,3,0,55,0,50,ZYDUS WELLNUS,,,8901548147184
10005697,EVERYUTH Golden Glow Pel Off Mask,PACK,10,0,15,0,14,ZYDUS WELLNUS,,,8901548147177
10029118,EVERYUTH ROSE FACE PACK 25G,PCS,1,0,20,16.37,20,HINDUSTAN UNILEVER LTD,,,8901120142910
10005702,EVERYUTH Wallnut Scrub 25ml,PACK,7,0,35,0,34.5,ZYDUS WELLNUS,,,8901548143629
10001297,EVERYUTH Wallnut Scrub 50gm,PACK,4,0,70,0,68,ZYDUS WELLNUS,,,8901120141012
10008563,EVERYUTH Wallnut Scrub POUCH,PACK,18,0,12,0,11,ZYDUS WELLNUS,,,8901120141043
10027629,EXCLUSIVE 40G,PCS,11,0,25,14.43,22,HINDUSTAN UNILEVER LTD,,,8906049570004
10024557,EXO ROUND 250GM,PACK,1,0,28,0,28,JYOTHY LABORATIONS,,,8902102160137
10018274,EXO ROUND 500G,PACK,-2,0,48,0,48,GENERAL,,,8902102199427
10028869,EXO ROUND 700G,PCS,2,0,67,56,64,HINDUSTAN UNILEVER LTD,,,8902102160656
10000840,EXPERT Creame Black Brown,PACK,7,28,30,28,30,GODREJ,,,8901023010316
10005793,EZEE 10/-,PACK,31,0,10,0,10,GODREJ,,,8901023005794
10005792,EZEE 20G 5/-,PACK,37,0,5,0,5,GODREJ,,,8901023005787
10000850,EZEE DET LIQUID 1kg,PACK,4,0,175,0,167,GODREJ,,,8901023005824
10000848,EZEE DET LIQUID 200gm,PACK,14,0,49,0,47,GODREJ,,,8901023005800
10000849,EZEE DET LIQUID 500g,PACK,8,0,90,0,88,GODREJ,,,8901023005817
10028436,FA MEN 100ML,PCS,1,0,170,140,155,HINDUSTAN UNILEVER LTD,,,8902102230168
10028453,FA MEN 100Ml,PCS,3,130,170,130,160,HINDUSTAN UNILEVER LTD,,,8902102230182
10027411,FAB BOURBON 15G,PCS,20,0,30,28,29,HINDUSTAN UNILEVER LTD,,,8901719110689
10018445,FAB BOURBON60G,PACK,-53,0,10,0,10,GENERAL,,,8901719107467
10027323,FAB!0 120G,PCS,4,0,30,28.5,30,HINDUSTAN UNILEVER LTD,,,8901719114977
10027324,FAB!O 50G,PCS,25,0,10,8.5,10,HINDUSTAN UNILEVER LTD,,,8901719114946
10027514,FABIO 120G,PCS,12,0,30,26.78,30,HINDUSTAN UNILEVER LTD,,,8901719114984
10027712,FACIAL TISSUES 200 SHEETS,PCS,2,0,75,38.95,55,HINDUSTAN UNILEVER LTD,,,8904117401076
10028031,FAIR & LOVELY,PCS,9,0,149,140,145,HINDUSTAN UNILEVER LTD,,,8901030741517
10028282,FAIR & LOVELY 100GM,PCS,2,0,120,109.09,115,HINDUSTAN UNILEVER LTD,,,8901030821400
10028026,FAIR & LOVELY 110G,PCS,15,0,205,180,195,HINDUSTAN UNILEVER LTD,,,8901030732454
10025885,FAIR & LOVELY 15G,PCS,48,0,20,17,20,HINDUSTAN UNILEVER LTD,,,8901030732416
10028309,FAIR & LOVELY 50G,PCS,1,0,102,92.72,99,HINDUSTAN UNILEVER LTD,,,8901030821523
10020659,FAIR & LOVELY AYUR 50 GM,PACK,15,0,102,0,100,GENERAL,,,8901030732430
10028278,FAIR & LOVELY BB 18G,PCS,1,0,85,74.96,80,HINDUSTAN UNILEVER LTD,,,8901030741562
10024554,Fair & Lovely M/V 9GM,PACK,58,0,9,0,9,GENERAL,,,8901030732409
10028281,FAIR & LOVLY WINTER 50G,PCS,1,0,102,85.5,95,HINDUSTAN UNILEVER LTD,,,8901030753916
10018302,FAIR &LOV.WINTER 25G,PACK,6,0,54,0,52,GENERAL,,,8901030732423
10026995,FAIR &SOFT GOLD(REMOVEL CREAM) 40Gm,PCS,6,0,65,49.56,60,HINDUSTAN UNILEVER LTD,,,8901103124148
10026996,FAIR &SOFT(HAIR REMOVAL CREAM) 25G,PCS,2,0,45,34.32,45,HINDUSTAN UNILEVER LTD,,,8901103124131
10024996,FAIR N LOVELY FACEWASH   50gm,PACK,-4,0,65,0,65,HUL,,,8901030731969
10026651,FAIR&LOVELY 20g,PCS,6,0,35,31.33,35,HINDUSTAN UNILEVER LTD,,,8901030777981
10025124,Fair&lovely FAWH WASH 20G,PACK,7,0,25,0,25,HINDALCO INDUSTRIES LTD,,,8901030731952
10021357,Fair&Lovly MenFace Wash,PACK,2,0,85,0,84,HUL,,,8901030691201
10021359,Fair&Lovly Oil Clear FW,PACK,3,0,85,0,82,HUL,,,8901030691225
10019673,FAL AQABA DATES 500GM,PACK,18,0,130,0,90,GENERAL,,,8908000452923
10026469,FALAHARI CHIVDA NAMKEEN 45G,PCS,-27,0,10,8.5,10,GENERAL,,,8906004560231
10028569,FALI DANE KI LAI 400GM,PCS,-5,0,80,48,60,HINDUSTAN UNILEVER LTD,,,LAI48
10026376,FALYARI RAJ GIRI 200g,PCS,-88,0,40,24,30,GENERAL,,,8906071580088
10027348,FAN JALA,PCS,1,0,158,70,95,HINDUSTAN UNILEVER LTD,,,8906063220466
10027599,FANTA 2.25L,PCS,-5,0,95,87.22,95,HINDUSTAN UNILEVER LTD,,,8901764022906
10027760,FANTA SIAYA AAGARBATI `,PCS,5,0,70,30,45,HINDUSTAN UNILEVER LTD,,,FANTA31
10027759,FANTASIA AGARBATI,PCS,-5,0,70,30,45,HINDUSTAN UNILEVER LTD,,,FANTA30
10028399,FARALI CHIVDA 200GM,PCS,10,0,35,25,30,HINDUSTAN UNILEVER LTD,,,8906014920358
10028991,FEELINGS DHOOP 4 IN 1,PCS,70,0,15,8,10,HINDUSTAN UNILEVER LTD,,,8906061667614
10026320,FELICE 100 PCS,PCS,-1,0,30,15,20,HINDUSTAN UNILEVER LTD,,,8904304653516
10027595,FEM FAIRNESS 40G,PCS,-1,0,65,55,62,HINDUSTAN UNILEVER LTD,,,8901103101217
10027464,FEM HARBAL,PCS,-1,0,20,18,20,HINDUSTAN UNILEVER LTD,,,8901103146041
10027440,FENA 3Kg + TAB FREE,PCS,10,0,195,172,180,HINDUSTAN UNILEVER LTD,,,8901190106331
10026774,FENA 5Kg + FREE TUB,PCS,10,0,325,283.33,310,HINDUSTAN UNILEVER LTD,,,8901190106324
10028387,FENA MAHABAR 110G+135G,PCS,295,0,5,4.3,5,HINDUSTAN UNILEVER LTD,,,8901190103118
10028386,FENA MAHABAR 50G EXTRA,PCS,87,0,10,8.6,10,HINDUSTAN UNILEVER LTD,,,8901190103125
10019712,FENA SUPER WASH 1KG,PACK,11,0,55,0,52,GENERAL,,,8901190107239
10026775,FENA SUPERWASH 40EXTRA,PCS,4,0,10,8,10,HINDUSTAN UNILEVER LTD,,,8901190101824
10007756,Fenta 750ml,PACK,-8,0,0,0,0,HINDUSTAN COCA COLA,,,8901764022272
10028612,FESTIVE GIFT PACK 900G/185,PCS,2,0,500,400,445,HINDUSTAN UNILEVER LTD,,,8906018763550
10026191,FEVI GUM 18ml,PCS,23,0,5,3.39,5,NILONs,,,8901860632665
10026061,FEVI KWIK,PCS,19,0,5,0,5,DHARA,,,8901860010227
10026190,FEVI STICK 5g,PCS,44,0,15,10.1,15,NILONs,,,8901860633501
10028906,FEVI STICK 8g,PCS,27,0,25,21,25,HINDUSTAN UNILEVER LTD,,,8901860633532
10022626,FEVICOL MR 22.5g,PACK,27,0,10,0,10,GENERAL,,,8901860630241
10022627,FEVICOL MR 50g,PACK,20,0,20,0,20,GENERAL,,,8901860630432
10020779,FIAMA PATCHOULI MACADAMIA 125GM,PACK,12,0,180,0,180,ITC,,,8901725921729
10020777,FIAMA SEAWEED lemongrass 125Gm,PACK,3,0,60,0,58,ITC,,,8901725921125
